address,LATITUDE,LONGITUDE
Hougang 1,1.37571530699875,103.879472337592
Hougang Green Shopping Mall,1.3792452907016,103.887832017102
Hougang Mall,1.37249493810003,103.893775562605
i12 Katong,1.30522306203042,103.905043928938
IMM,1.33487526118006,103.746894773008
ION Orchard,1.30397974144505,103.832032328465
JCube,1.33332312550425,103.740187071348
Jem,1.33329334473462,103.743278742341
Jewel Changi Airport,1.3603410066102,103.98907755021
Jubilee Square,1.37178558575829,103.847837565378
Junction 10,1.38033681049385,103.760167883439
Junction 8,1.3504812534505,103.848760473211
Junction 8,1.3504812534505,103.848760473211
Jurong Point,1.33945271661445,103.70668501289
Kallang Wave Mall,1.30307515150401,103.873149707591
Katong Shopping Centre,1.3040973115095,103.901515916971
Katong Square,1.30513510179213,103.904307160288
Keat Hong Shopping Centre,1.37736607441394,103.744393648768
KINEX,1.31461849889242,103.894738004768
Knightsbridge,1.3029831225958,103.836283923443
Leisure Park Kallang,1.30230108405227,103.876473975883
Liat Towers,1.30508722710852,103.830722581168
Limbang Shopping Centre,1.39222033136152,103.743611063324
Lot One,1.38497459672379,103.745011766388
Loyang Point,1.36645364010349,103.964598499523
Lucky Plaza,1.30450604646634,103.833962339817
Marina Bay Link Mall,1.28023825446086,103.853369662547
Marina Bay Sands,1.28345419690844,103.860809048956
Marina Square,1.29185533273026,103.85857808906
Marsiling Mall,1.43354318137534,103.77988189197
Midpoint Orchard,1.30178778502846,103.838659766022
Millenia Walk,1.29260544462492,103.859724944443
Mustafa Centre,1.31011213190394,103.855290873926
myVillage At Serangoon Garden,1.36511490572797,103.865159501442
NEX,1.35076935257845,103.872296143862
Ngee Ann City,1.30224168528687,103.835181912297
Northpoint City,1.42969848626288,103.835776491468
Northshore Plaza,1.41676127156324,103.902074379502
Oasis Terraces,1.40278015725693,103.913215101343
Orchard Central,1.30083890839245,103.839434733899
Orchard Gateway,1.30044325279546,103.839442780042
Orchard Plaza,1.30125729409965,103.841150144584
Our Tampines Hub,1.35313359828812,103.940408135311
Palais Renaissance,1.30665484543191,103.829588045188
Parkway Parade,1.30106975506311,103.905279491524
Paya Lebar Quarter,1.31617383739365,103.893138984874
Paya Lebar Square,1.31881487007651,103.892580778514
People's Park Centre,1.28577009981805,103.843980122838
People's Park Complex,1.28413397178419,103.842519972666
Pioneer Mall,1.34169239214292,103.697174842118
Plaza Singapura,1.30074770963916,103.845047573431
Punggol Plaza,1.39423719717117,103.913047323223
Queensway Shopping Centre,1.2876179255874,103.803391140455
Raffles City,1.29389357863312,103.853119904656
Raffles Holland V,1.31056351530083,103.796107173318
Rail Mall,1.35976061966283,103.767585300058
Rivervale Mall,1.39219777838449,103.904471600025
Rivervale Plaza,1.38533736107771,103.901841044122
Rochester Mall,1.30540765569962,103.788446680148
Roxy Square,1.30432599904899,103.904051120306
Scotts Square,1.30579942993543,103.833074706219
Sembawang Shopping Centre,1.44182470675733,103.824845207237
Shaw Centre,1.3061133465565,103.831970581812
Shaw House,1.30580981580562,103.831507365654
Sim Lim Square,1.3030242605718,103.853037814067
Singapore Shopping Centre,1.29815265394505,103.844111318107
Singpost Centre,1.31899666903663,103.894894915962
Square 2,1.32070510956845,103.844160709661
Sun Plaza,1.44819535371132,103.819502127155
Sunshine Place,1.37789727599928,103.739015486021
Sunshine Plaza,1.30039433798822,103.850892323466
Suntec City,1.29546675589675,103.858585026016
Taman Jurong Shopping Centre,1.33484487416514,103.720462024278
Tampines 1,1.35270160272274,103.942903567808
Tampines Mall,1.35252737278519,103.944698751072
Tanglin Mall,1.30484344196915,103.823852794772
Tanjong Pagar Centre,1.27658360696843,103.845936303594
Teck Whye Shopping Centre,1.38004752975397,103.752483841199
Tekka Centre,1.30617773048079,103.850609985486
The Adelphi,1.29118503658447,103.851184338699
The Central,1.28883856248204,103.846558024744
The Centrepoint,1.30197836876806,103.839759023144
The Clementi Mall,1.31489619639366,103.764423054189
The Grandstand,1.33662750219377,103.792928821275
The Paragon,1.30387230879994,103.835857545469
The Poiz,1.33149708073624,103.86821402533
The Seletar Mall,1.39147015374628,103.876125507257
The Shoppes at Marina Bay Sands,1.28423496027027,103.858982282698
The South Beach,1.29498804392056,103.856276242094
The Star Vista,1.30697044038323,103.788420274115
Thomson Plaza,1.35466902496424,103.830919782333
Tiong Bahru Plaza,1.28645889472825,103.827015256194
United Square,1.31719450988559,103.843611443038
Upper Serangoon Shopping Centre,1.35348082277147,103.878828134896
Velocity@Novena Square,1.31929542501907,103.844191353077
Vista Point,1.43089714603015,103.793927429476
Vivo City,1.26427054261311,103.822476140813
VivoCity,1.26429316783973,103.82230469365
Waterway Point,1.40648462132006,103.902105680785
West Coast Plaza,1.30369748971099,103.766131294678
West Mall,1.35001920979845,103.749244800677
Westgate,1.33415767556867,103.742766484424
Wheelock Place,1.30467628730252,103.830642027577
White Sands,1.37244981663527,103.949715694737
Wisma Atria,1.30370477426147,103.833205752808
Wisteria Mall,1.41795288501536,103.841268831617
Woodlands Civic Centre,1.43501829566013,103.786930895956
Woodlands Mart,1.44562290720221,103.798140993891
Woodlands North Plaza,1.44275334327795,103.790548015512
Yew Tee Point,1.39705741516141,103.746662121143
Yew Tee Square,1.39836942665376,103.747188486453
Zhongshan Mall,1.32694504456951,103.846554377679
